,filename,range_lambdas,alpha_half,run_time,best_feasible_obj,best_lb,number_lagrangian_iterations,what_stopped_lagrangian
295,cap71,100,12,1.9231841564178467,932615.75,932528.1499710261,24,reached dual gap tolerance
296,cap71,100,14,1.9657275676727295,932615.75,932531.2643227094,23,reached dual gap tolerance
297,cap71,100,16,1.8373456001281738,932615.75,932555.1496084552,22,reached dual gap tolerance
298,cap71,100,18,1.678945779800415,932615.75,932615.7500000001,24,reached subgradient tolerance and dual gap tolerance
299,cap71,100,20,1.8138489723205566,932615.75,932528.6571723116,23,reached dual gap tolerance
300,cap72,10,2,0.3913266658782959,0.0,0.0,0,unclear if the intergrality property holds
301,cap72,10,4,0.3859868049621582,0.0,0.0,0,unclear if the intergrality property holds
302,cap72,10,6,0.3671994209289551,0.0,0.0,0,unclear if the intergrality property holds
303,cap72,10,8,0.38632678985595703,0.0,0.0,0,unclear if the intergrality property holds
304,cap72,10,10,0.3428966999053955,0.0,0.0,0,unclear if the intergrality property holds
305,cap72,10,12,0.40990543365478516,0.0,0.0,0,unclear if the intergrality property holds
306,cap72,10,14,0.3963439464569092,0.0,0.0,0,unclear if the intergrality property holds
307,cap72,10,16,0.2841308116912842,0.0,0.0,0,unclear if the intergrality property holds
308,cap72,10,18,0.3628528118133545,0.0,0.0,0,unclear if the intergrality property holds
309,cap72,10,20,0.38695859909057617,0.0,0.0,0,unclear if the intergrality property holds
